mol_id,melting_point,n_atoms
mol_010061,341.65,37
mol_010062,341.65,21
mol_010063,341.65,33
mol_010064,341.65,36
mol_010065,341.4,31
mol_010066,341.4,34
mol_010067,341.4,38
mol_010068,341.4,23
mol_010069,341.4,33
mol_010070,341.5,30
mol_010071,341.3,35
mol_010072,341.65,26
mol_010073,341.35,21
mol_010074,341.65,37
mol_010075,341.4,38
mol_010076,341.4,37
mol_010077,341.4,21
mol_010078,341.35,24
mol_010079,341.25,28
mol_010080,341.15,40
mol_010081,341.15,27
mol_010082,340.9,27
mol_010083,340.9,22
mol_010084,340.9,18
mol_010085,340.9,35
mol_010086,340.9,39
mol_010087,340.9,33
mol_010088,340.9,27
mol_010089,340.85,37
mol_010090,340.8,13
mol_010091,340.75,19
mol_010092,340.5,28
mol_010093,345.65,22
mol_010094,343.15,25
mol_010095,342.65,31
mol_010096,342.65,36
mol_010097,342.15,18
mol_010098,341.65,18
mol_010099,341.65,23
mol_010100,341.65,33
mol_010101,341.65,28
mol_010102,341.65,31
mol_010103,341.65,32
mol_010104,341.65,32
mol_010105,341.65,27
mol_010106,341.65,31
mol_010107,341.65,29
mol_010108,341.65,37
mol_010109,341.65,35
mol_010110,341.65,39
mol_010111,341.65,28
mol_010112,341.65,23
mol_010113,341.65,21
mol_010114,341.65,41
mol_010115,341.4,26
mol_010116,341.15,31
mol_010117,341.15,32
mol_010118,341.15,40
mol_010119,341.15,28
mol_010120,341.15,29
mol_010121,341.15,45
mol_010122,341.15,30
mol_010123,341.15,31
mol_010124,341.15,31
mol_010125,341.15,23
mol_010126,341.15,30
mol_010127,341.15,23
mol_010128,341.15,42
mol_010129,341.15,38
mol_010130,341.15,25
mol_010131,341.15,24
mol_010132,341.15,30
mol_010133,341.15,30
mol_010134,341.15,20
mol_010135,341.15,28
mol_010136,341.15,21
mol_010137,341.15,34
mol_010138,341.15,16
mol_010139,341.15,24
mol_010140,341.15,18
mol_010141,341.15,31
mol_010142,341.15,28
mol_010143,341.15,33
mol_010144,341.15,40
mol_010145,341.15,38
mol_010146,341.15,35
mol_010147,341.15,44
mol_010148,341.15,39
mol_010149,341.15,39
mol_010150,341.15,29
mol_010151,341.15,34
mol_010152,341.15,31
mol_010153,341.15,17
mol_010154,341.15,23
mol_010155,341.15,26
mol_010156,341.15,16
mol_010157,341.15,24
mol_010158,341.15,24
mol_010159,341.15,42
mol_010160,341.15,27
mol_010161,341.15,35
mol_010162,341.15,32
mol_010163,341.15,26
mol_010164,341.15,29
mol_010165,341.15,32
mol_010166,341.15,32
mol_010167,341.15,26
mol_010168,341.05,43
mol_010169,340.9,22
mol_010170,340.9,37
mol_010171,340.9,37
mol_010172,340.9,19
mol_010173,340.65,47
mol_010174,340.65,23
mol_010175,340.65,29
mol_010176,340.65,31
mol_010177,340.65,30
mol_010178,340.65,41
mol_010179,340.65,19
mol_010180,340.65,38
mol_010181,340.65,28
mol_010182,340.65,29
mol_010183,340.65,29
mol_010184,340.65,35
mol_010185,340.65,35
mol_010186,340.65,24
mol_010187,340.65,15
mol_010188,340.65,34
mol_010189,340.65,23
mol_010190,340.65,23
mol_010191,340.65,39
mol_010192,340.65,38
mol_010193,340.65,36
mol_010194,340.65,33
mol_010195,340.65,32
mol_010196,340.65,35
mol_010197,340.65,40
mol_010198,340.65,22
mol_010199,340.65,32
mol_010200,340.65,26
mol_010201,340.65,27
mol_010202,340.65,32
mol_010203,340.65,22
mol_010204,340.65,26
mol_010205,340.65,42
mol_010206,340.65,37
mol_010207,340.65,38
mol_010208,340.65,34
mol_010209,340.65,32
mol_010210,340.65,38
mol_010211,340.65,29
mol_010212,340.65,28
mol_010213,340.65,27
mol_010214,340.65,20
mol_010215,340.65,19
mol_010216,340.65,27
mol_010217,340.65,13
mol_010218,340.65,25
mol_010219,340.65,15
mol_010220,340.65,34
mol_010221,340.65,27
mol_010222,340.65,19
mol_010223,340.65,26
mol_010224,340.65,25
mol_010225,340.65,38
mol_010226,340.65,33
mol_010227,340.65,38
mol_010228,340.65,30
mol_010229,340.65,30
mol_010230,340.65,40
mol_010231,340.65,45
mol_010232,340.65,35
mol_010233,340.65,38
mol_010234,340.65,31
mol_010235,340.65,33
mol_010236,340.65,39
mol_010237,340.65,34
mol_010238,340.65,45
mol_010239,340.65,35
mol_010240,340.65,51
mol_010241,340.65,42
mol_010242,340.65,33
mol_010243,340.65,25
mol_010244,340.65,27
mol_010245,340.65,17
mol_010246,340.65,39
mol_010247,340.65,24
mol_010248,340.65,26
mol_010249,340.65,23
mol_010250,340.65,19
mol_010251,340.65,22
mol_010252,340.65,33
mol_010253,340.65,18
mol_010254,340.65,25
mol_010255,340.65,22
mol_010256,340.65,33
mol_010257,340.65,25
mol_010258,340.65,38
mol_010259,340.65,31
mol_010260,340.65,34
mol_010261,340.65,28
mol_010262,340.65,19
mol_010263,340.65,22
mol_010264,340.65,30
mol_010265,340.65,43
mol_010266,340.65,27
mol_010267,340.65,27
mol_010268,340.65,24
mol_010269,340.65,21
mol_010270,340.65,26
mol_010271,340.65,25
mol_010272,340.65,22
mol_010273,340.65,29
mol_010274,340.4,29
mol_010275,340.4,17
mol_010276,340.4,28
mol_010277,340.4,21
mol_010278,340.4,20
mol_010279,340.65,31
mol_010280,340.4,18
mol_010281,340.35,37
mol_010282,340.15,15
mol_010283,340.15,28
mol_010284,340.15,38
mol_010285,340.15,36
mol_010286,340.15,28
mol_010287,339.9,18
mol_010288,339.9,42
mol_010289,339.9,22
mol_010290,339.7,34
mol_010291,339.35,20
mol_010292,342.65,37
mol_010293,342.15,23
mol_010294,342.15,29
mol_010295,341.65,27
mol_010296,341.65,18
mol_010297,341.65,33
mol_010298,341.65,27
mol_010299,341.15,23
mol_010300,341.15,37
mol_010301,341.15,24
mol_010302,341.15,27
mol_010303,341.15,34
mol_010304,341.15,35
mol_010305,341.15,43
mol_010306,341.15,18
mol_010307,340.65,28
mol_010308,340.65,33
mol_010309,340.65,36
mol_010310,340.65,38
mol_010311,340.65,32
mol_010312,340.65,40
mol_010313,340.65,22
mol_010314,340.65,42
mol_010315,340.65,25
mol_010316,340.65,27
mol_010317,340.65,23
mol_010318,340.65,38
mol_010319,340.15,23
mol_010320,340.15,27
mol_010321,340.15,22
mol_010322,340.15,28
mol_010323,340.15,39
mol_010324,340.15,32
mol_010325,340.15,44
mol_010326,340.15,35
mol_010327,340.15,31
mol_010328,340.15,28
mol_010329,340.15,35
mol_010330,340.15,23
mol_010331,340.15,29
mol_010332,340.15,37
mol_010333,340.15,37
mol_010334,340.15,41
mol_010335,340.15,35
mol_010336,340.15,27
mol_010337,340.15,36
mol_010338,340.15,39
mol_010339,340.15,23
mol_010340,340.15,33
mol_010341,340.15,30
mol_010342,340.15,34
mol_010343,340.15,48
mol_010344,340.15,27
mol_010345,340.15,34
mol_010346,340.15,29
mol_010347,340.15,23
mol_010348,340.15,38
mol_010349,340.15,38
mol_010350,340.15,35
mol_010351,340.15,23
mol_010352,340.15,18
mol_010353,340.15,34
mol_010354,340.15,27
mol_010355,340.15,22
mol_010356,340.15,21
mol_010357,340.15,24
mol_010358,340.15,35
mol_010359,340.15,30
mol_010360,340.15,24
mol_010361,340.15,31
mol_010362,340.15,31
mol_010363,340.15,40
mol_010364,340.15,42
mol_010365,340.15,52
mol_010366,340.15,48
mol_010367,340.15,41
mol_010368,340.15,35
mol_010369,340.15,20
mol_010370,340.15,28
mol_010371,340.15,32
mol_010372,340.15,20
mol_010373,340.15,33
mol_010374,340.15,33
mol_010375,340.15,34
mol_010376,340.15,34
mol_010377,340.15,30
mol_010378,340.15,31
mol_010379,340.15,48
mol_010380,340.15,42
mol_010381,340.15,30
mol_010382,340.15,25
mol_010383,340.15,41
mol_010384,340.15,27
mol_010385,340.15,19
mol_010386,340.15,40
mol_010387,340.15,42
mol_010388,340.15,41
mol_010389,339.95,36
mol_010390,339.9,28
mol_010391,339.9,25
mol_010392,339.65,27
mol_010393,339.65,16
mol_010394,339.65,20
mol_010395,339.65,30
mol_010396,339.65,18
mol_010397,339.65,32
mol_010398,339.65,32
mol_010399,339.65,32
mol_010400,339.65,26
mol_010401,339.65,44
mol_010402,339.65,32
mol_010403,339.65,28
mol_010404,339.65,16
mol_010405,339.65,30
mol_010406,339.65,21
mol_010407,339.65,31
mol_010408,339.65,24
mol_010409,339.65,34
mol_010410,339.65,29
mol_010411,339.65,35
mol_010412,339.65,20
mol_010413,339.65,20
mol_010414,339.65,34
mol_010415,339.65,29
mol_010416,339.65,23
mol_010417,339.65,27
mol_010418,339.65,25
mol_010419,339.65,21
mol_010420,339.65,28
mol_010421,339.65,16
mol_010422,339.65,34
mol_010423,339.65,22
mol_010424,339.65,34
mol_010425,339.65,29
mol_010426,339.65,14
mol_010427,339.65,25
mol_010428,339.65,17
mol_010429,339.65,21
mol_010430,339.65,36
mol_010431,339.65,31
mol_010432,339.65,45
mol_010433,339.65,35
mol_010434,339.65,36
mol_010435,339.65,47
mol_010436,339.65,32
mol_010437,339.65,39
mol_010438,339.65,46
mol_010439,339.65,51
mol_010440,339.65,34
mol_010441,339.65,42
mol_010442,339.65,33
mol_010443,339.65,27
mol_010444,339.65,37
mol_010445,339.65,21
mol_010446,339.65,42
mol_010447,339.65,22
mol_010448,339.65,33
mol_010449,339.65,27
mol_010450,339.65,20
mol_010451,339.65,34
mol_010452,339.65,35
mol_010453,339.65,29
mol_010454,339.65,24
mol_010455,339.65,27
mol_010456,339.65,27
mol_010457,339.65,43
mol_010458,339.65,37
mol_010459,339.65,43
mol_010460,339.65,23
mol_010461,339.65,32
mol_010462,339.65,26
mol_010463,339.65,35
mol_010464,339.65,19
mol_010465,339.65,20
mol_010466,339.65,30
mol_010467,339.65,24
mol_010468,339.65,39
mol_010469,339.65,45
mol_010470,339.65,51
mol_010471,339.4,33
mol_010472,339.4,52
mol_010473,339.4,26
mol_010474,339.6,32
mol_010475,339.4,36
mol_010476,339.4,16
mol_010477,339.4,30
mol_010478,339.15,28
mol_010479,339.15,39
mol_010480,339.1,31
mol_010481,338.9,37
mol_010482,338.9,28
mol_010483,338.9,26
mol_010484,338.9,40
mol_010485,338.8,43
mol_010486,341.05,34
mol_010487,338.75,23
mol_010488,339.2,37
mol_010489,348.15,32
mol_010490,345.65,49
mol_010491,343.15,32
mol_010492,343.15,22
mol_010493,343.15,41
mol_010494,342.15,30
mol_010495,341.65,36
mol_010496,340.65,34
mol_010497,340.65,32
mol_010498,340.65,32
mol_010499,340.65,37
mol_010500,340.65,31
mol_010501,340.65,30
mol_010502,340.65,29
mol_010503,340.65,17
mol_010504,340.15,19
mol_010505,340.15,40
mol_010506,340.15,27
mol_010507,340.15,42
mol_010508,339.65,26
mol_010509,339.65,30
mol_010510,339.65,22
mol_010511,339.65,34
mol_010512,339.65,34
mol_010513,339.65,30
mol_010514,339.65,42
mol_010515,339.65,25
mol_010516,339.65,22
mol_010517,339.65,28
mol_010518,339.65,41
mol_010519,339.65,26
mol_010520,339.65,34
mol_010521,339.65,45
mol_010522,339.65,33
mol_010523,339.65,44
mol_010524,339.65,29
mol_010525,339.65,26
mol_010526,339.4,37
mol_010527,339.15,27
mol_010528,339.15,29
mol_010529,339.15,15
mol_010530,339.15,41
mol_010531,339.15,33
mol_010532,339.15,31
mol_010533,339.15,27
mol_010534,339.15,26
mol_010535,339.15,34
mol_010536,339.15,31
mol_010537,339.15,25
mol_010538,339.15,32
mol_010539,339.15,29
mol_010540,339.15,32
mol_010541,339.15,33
mol_010542,339.15,20
mol_010543,339.15,32
mol_010544,339.15,23
mol_010545,339.15,20
mol_010546,339.15,38
mol_010547,339.15,25
mol_010548,339.15,27
mol_010549,339.15,23
mol_010550,339.15,23
mol_010551,339.15,35
mol_010552,339.15,34
mol_010553,339.15,23
mol_010554,339.15,36
mol_010555,339.15,33
mol_010556,339.15,31
mol_010557,339.15,32
mol_010558,339.15,45
mol_010559,339.15,34
mol_010560,339.15,32
mol_010561,339.15,33
mol_010562,339.15,46
mol_010563,339.15,28
mol_010564,339.15,21
mol_010565,339.15,32
mol_010566,339.15,31
mol_010567,339.15,34
mol_010568,339.15,32
mol_010569,339.15,34
mol_010570,339.15,29
mol_010571,339.15,35
mol_010572,339.15,30
mol_010573,339.15,27
mol_010574,339.15,46
mol_010575,339.15,41
mol_010576,339.15,39
mol_010577,339.15,34
mol_010578,339.15,30
mol_010579,339.15,22
mol_010580,339.15,34
mol_010581,339.15,27
mol_010582,339.15,28
mol_010583,339.15,29
mol_010584,339.15,35
mol_010585,339.15,17
mol_010586,339.15,21
mol_010587,339.15,42
mol_010588,339.15,36
mol_010589,339.15,45
mol_010590,339.15,47
mol_010591,338.9,28
mol_010592,338.9,31
mol_010593,338.9,31
mol_010594,338.9,41
mol_010595,338.9,42
mol_010596,338.65,21
mol_010597,338.65,18
mol_010598,338.65,22
mol_010599,338.65,26
mol_010600,338.65,15
mol_010601,338.65,12
mol_010602,338.65,34
mol_010603,338.65,34
mol_010604,338.65,41
mol_010605,338.65,27
mol_010606,338.65,25
mol_010607,338.65,32
mol_010608,338.65,32
mol_010609,338.65,27
mol_010610,338.65,30
mol_010611,338.65,31
mol_010612,338.65,25
mol_010613,338.65,24
mol_010614,338.65,23
mol_010615,338.65,32
mol_010616,338.65,38
mol_010617,338.65,32
mol_010618,338.65,36
mol_010619,338.65,33
mol_010620,338.65,20
mol_010621,338.65,29
mol_010622,338.65,26
mol_010623,338.65,35
mol_010624,338.65,20
mol_010625,338.65,36
mol_010626,338.65,26
mol_010627,338.65,25
mol_010628,338.65,26
mol_010629,338.65,33
mol_010630,338.65,24
mol_010631,338.65,37
mol_010632,338.65,27
mol_010633,338.65,24
mol_010634,338.65,21
mol_010635,338.65,32
mol_010636,338.65,25
mol_010637,338.65,23
mol_010638,338.65,19
mol_010639,338.65,16
mol_010640,338.65,23
mol_010641,338.65,27
mol_010642,338.65,41
mol_010643,338.65,38
mol_010644,338.65,38
mol_010645,338.65,37
mol_010646,338.65,37
mol_010647,338.65,33
mol_010648,338.65,23
mol_010649,338.65,31
mol_010650,338.65,32
mol_010651,338.65,35
mol_010652,338.65,38
mol_010653,338.65,42
mol_010654,338.65,44
mol_010655,338.65,47
mol_010656,338.65,25
mol_010657,338.65,46
mol_010658,338.65,41
mol_010659,338.65,36
mol_010660,338.65,45
mol_010661,338.65,42
mol_010662,338.65,30
mol_010663,338.65,38
mol_010664,338.65,28
mol_010665,338.65,32
mol_010666,338.65,36
mol_010667,338.65,36
mol_010668,338.65,20
mol_010669,338.65,28
mol_010670,338.65,19
mol_010671,338.65,28
mol_010672,338.65,41
mol_010673,338.65,30
mol_010674,338.65,26
mol_010675,338.65,27
mol_010676,338.65,42
mol_010677,338.65,24
mol_010678,338.65,35
mol_010679,338.65,33
mol_010680,338.65,26
mol_010681,338.65,46
mol_010682,338.65,30
mol_010683,338.65,39
mol_010684,338.65,31
mol_010685,338.65,26
mol_010686,338.65,20
mol_010687,338.65,33
mol_010688,338.65,21
mol_010689,338.65,21
mol_010690,338.65,41
mol_010691,338.65,29
mol_010692,338.65,29
mol_010693,338.65,31
mol_010694,338.65,24
mol_010695,338.65,33
mol_010696,338.65,35
mol_010697,338.4,24
mol_010698,338.4,44
mol_010699,338.4,36
mol_010700,338.4,33
mol_010701,338.4,21
mol_010702,338.75,42
mol_010703,338.55,33
mol_010704,338.9,41
mol_010705,338.9,40
mol_010706,338.55,20
mol_010707,338.15,23
mol_010708,337.9,21
mol_010709,339.65,22
mol_010710,339.65,22
mol_010711,339.15,32
mol_010712,338.9,23
mol_010713,338.8,45
mol_010714,338.65,18
mol_010715,338.65,39
mol_010716,338.65,28
mol_010717,338.4,39
mol_010718,338.4,30
mol_010719,338.15,34
mol_010720,338.15,32
mol_010721,338.15,35
mol_010722,338.15,15
mol_010723,338.15,24
mol_010724,338.15,40
mol_010725,338.15,28
mol_010726,338.15,36
mol_010727,337.9,36
mol_010728,338.55,32
mol_010729,338.2,28
mol_010730,337.7,17
mol_010731,338.55,38
mol_010732,337.8,32
mol_010733,338.1,36
mol_010734,338.0,23
mol_010735,337.35,47
mol_010736,345.15,34
mol_010737,340.15,26
mol_010738,339.65,31
mol_010739,339.65,40
mol_010740,339.65,32
mol_010741,339.15,30
mol_010742,339.15,35
mol_010743,339.15,20
mol_010744,339.15,24
mol_010745,339.15,27
mol_010746,339.15,32
mol_010747,338.65,21
mol_010748,338.65,39
mol_010749,338.65,30
mol_010750,338.65,35
mol_010751,338.65,37
mol_010752,338.15,35
mol_010753,338.15,23
mol_010754,338.15,23
mol_010755,338.15,31
mol_010756,338.15,34
mol_010757,338.15,41
mol_010758,338.15,27
mol_010759,338.15,29
mol_010760,338.15,20
mol_010761,338.15,43
mol_010762,338.15,30
mol_010763,338.15,33
mol_010764,338.15,27
mol_010765,338.15,36
mol_010766,338.15,29
mol_010767,338.15,32
mol_010768,338.15,35
mol_010769,338.15,32
mol_010770,338.15,27
mol_010771,338.15,26
mol_010772,338.15,27
mol_010773,338.15,27
mol_010774,338.15,30
mol_010775,338.15,33
mol_010776,338.15,24
mol_010777,338.15,31
mol_010778,338.15,27
mol_010779,338.15,24
mol_010780,338.15,30
mol_010781,338.15,38
mol_010782,338.15,33
mol_010783,338.15,29
mol_010784,338.15,30
mol_010785,338.15,28
mol_010786,338.15,36
mol_010787,338.15,38
mol_010788,338.15,35
mol_010789,338.15,31
mol_010790,338.15,47
mol_010791,338.15,36
mol_010792,338.15,42
mol_010793,338.15,41
mol_010794,338.15,21
mol_010795,338.15,35
mol_010796,338.15,37
mol_010797,338.15,28
mol_010798,338.15,21
mol_010799,338.15,35
mol_010800,338.15,31
mol_010801,338.15,32
mol_010802,338.15,36
mol_010803,338.15,40
mol_010804,338.15,40
mol_010805,338.15,52
mol_010806,338.15,26
mol_010807,338.15,37
mol_010808,338.15,49
mol_010809,338.15,28
mol_010810,338.15,16
mol_010811,338.15,41
mol_010812,338.15,21
mol_010813,338.15,22
mol_010814,338.15,38
mol_010815,338.15,38
mol_010816,338.15,30
mol_010817,337.9,26
mol_010818,337.75,37
mol_010819,337.65,45
mol_010820,337.65,28
mol_010821,337.65,21
mol_010822,337.65,34
mol_010823,337.65,19
mol_010824,337.65,34
mol_010825,337.65,32
mol_010826,337.65,21
mol_010827,337.65,22
mol_010828,337.65,36
mol_010829,337.65,15
mol_010830,337.65,22
mol_010831,337.65,15
mol_010832,337.65,30
mol_010833,337.65,24
mol_010834,337.65,40
mol_010835,337.65,30
mol_010836,337.65,40
mol_010837,337.65,24
mol_010838,337.65,31
mol_010839,337.65,47
mol_010840,337.65,42
mol_010841,337.65,33
mol_010842,337.65,22
mol_010843,337.65,23
mol_010844,337.65,35
mol_010845,337.65,21
mol_010846,337.65,25
mol_010847,337.65,29
mol_010848,337.65,42
mol_010849,337.65,36
mol_010850,337.65,40
mol_010851,337.65,35
mol_010852,337.65,34
mol_010853,337.65,28
mol_010854,337.65,32
mol_010855,337.65,36
mol_010856,337.65,32
mol_010857,337.65,27
mol_010858,337.65,25
mol_010859,337.65,24
mol_010860,337.65,26
mol_010861,337.65,35
mol_010862,337.65,15
mol_010863,337.65,29
mol_010864,337.65,27
mol_010865,337.65,15
mol_010866,337.65,29
mol_010867,337.65,24
mol_010868,337.65,29
mol_010869,337.65,20
mol_010870,337.65,26
mol_010871,337.65,30
mol_010872,337.65,33
mol_010873,337.65,38
mol_010874,337.65,26
mol_010875,337.65,32
mol_010876,337.65,43
mol_010877,337.65,27
mol_010878,337.65,35
mol_010879,337.65,28
mol_010880,337.65,28
mol_010881,337.65,34
mol_010882,337.65,34
mol_010883,337.65,34
mol_010884,337.65,30
mol_010885,337.65,33
mol_010886,337.65,42
mol_010887,337.65,47
mol_010888,337.65,39
mol_010889,337.65,33
mol_010890,337.65,36
mol_010891,337.65,25
mol_010892,337.65,34
mol_010893,337.65,28
mol_010894,337.65,22
mol_010895,337.65,19
mol_010896,337.65,34
mol_010897,337.65,28
mol_010898,337.65,30
mol_010899,337.65,40
mol_010900,337.65,45
mol_010901,337.65,28
mol_010902,337.65,20
mol_010903,337.65,26
mol_010904,337.65,41
mol_010905,337.65,44
mol_010906,337.65,39
mol_010907,337.65,32
mol_010908,337.65,28
mol_010909,337.65,41
mol_010910,337.65,29
mol_010911,337.65,27
mol_010912,337.65,28
mol_010913,337.65,40
mol_010914,337.65,31
mol_010915,337.65,42
mol_010916,337.65,35
mol_010917,337.65,21
mol_010918,337.65,41
mol_010919,337.65,27
mol_010920,337.65,21
mol_010921,337.65,22
mol_010922,337.65,21
mol_010923,337.4,27
mol_010924,337.4,22
mol_010925,337.4,25
mol_010926,337.4,20
mol_010927,337.4,29
mol_010928,337.4,22
mol_010929,337.4,42
mol_010930,337.95,31
mol_010931,337.8,48
mol_010932,337.1,22
mol_010933,337.05,37
mol_010934,337.45,19
mol_010935,337.3,38
mol_010936,337.9,24
mol_010937,337.8,33
mol_010938,337.65,22
mol_010939,337.65,38
mol_010940,337.65,39
mol_010941,337.4,24
mol_010942,337.4,26
mol_010943,337.15,19
mol_010944,337.15,14
mol_010945,337.15,44
mol_010946,337.15,28
mol_010947,337.15,26
mol_010948,336.9,23
mol_010949,336.9,16
mol_010950,336.9,21
mol_010951,336.9,21
mol_010952,336.8,24
mol_010953,337.05,36
mol_010954,337.35,36
mol_010955,339.65,24
mol_010956,339.65,38
mol_010957,339.65,24
mol_010958,339.65,44
mol_010959,338.65,22
mol_010960,338.65,33
mol_010961,337.65,24
mol_010962,337.65,39
mol_010963,337.65,27
mol_010964,337.65,36
mol_010965,337.65,43
mol_010966,337.65,37
mol_010967,337.65,28
mol_010968,337.4,26
mol_010969,337.15,23
mol_010970,337.15,13
mol_010971,337.15,44
mol_010972,337.15,22
mol_010973,337.15,36
mol_010974,337.15,37
mol_010975,337.15,29
mol_010976,337.15,38
mol_010977,337.15,19
mol_010978,337.15,27
mol_010979,337.15,19
mol_010980,337.15,29
mol_010981,337.15,28
mol_010982,337.15,32
mol_010983,337.15,28
mol_010984,337.15,32
mol_010985,337.15,27
mol_010986,337.15,20
mol_010987,337.15,35
mol_010988,337.15,28
mol_010989,337.15,43
mol_010990,337.15,29
mol_010991,337.15,40
mol_010992,337.15,33
mol_010993,337.15,23
mol_010994,337.15,37
mol_010995,337.15,25
mol_010996,337.15,31
mol_010997,337.15,31
mol_010998,337.15,33
mol_010999,337.15,40
mol_011000,337.15,33
mol_011001,337.15,29
mol_011002,337.15,28
mol_011003,337.15,41
mol_011004,337.15,23
mol_011005,337.15,33
mol_011006,337.15,42
mol_011007,337.15,39
mol_011008,337.15,37
mol_011009,337.15,35
mol_011010,337.15,23
mol_011011,337.15,17
mol_011012,337.15,34
mol_011013,337.15,32
mol_011014,337.15,20
mol_011015,337.15,17
mol_011016,337.15,21
mol_011017,337.15,27
mol_011018,337.15,22
mol_011019,337.15,30
mol_011020,337.15,33
mol_011021,337.15,45
mol_011022,337.15,37
mol_011023,337.15,29
mol_011024,337.15,47
mol_011025,337.15,19
mol_011026,337.15,24
mol_011027,337.15,24
mol_011028,337.15,34
mol_011029,337.15,24
mol_011030,337.15,21
mol_011031,337.15,36
mol_011032,337.15,29
mol_011033,337.15,17
mol_011034,337.15,22
mol_011035,337.15,35
mol_011036,337.05,26
mol_011037,336.9,44
mol_011038,336.65,19
mol_011039,336.65,31
mol_011040,336.65,23
mol_011041,336.65,32
mol_011042,336.65,32
mol_011043,336.65,34
mol_011044,336.65,41
mol_011045,336.65,44
mol_011046,336.65,34
mol_011047,336.65,31
mol_011048,336.65,33
mol_011049,336.65,19
mol_011050,336.65,20
mol_011051,336.65,25
mol_011052,336.65,14
mol_011053,336.65,29
mol_011054,336.65,17
mol_011055,336.65,25
mol_011056,336.65,36
mol_011057,336.65,24
mol_011058,336.65,42
mol_011059,336.65,24
mol_011060,336.65,28
mol_011061,336.65,39
mol_011062,336.65,28
mol_011063,336.65,38
mol_011064,336.65,26
mol_011065,336.65,41
mol_011066,336.65,26
mol_011067,336.65,24
mol_011068,336.65,37
mol_011069,336.65,33
mol_011070,336.65,29
mol_011071,336.65,27
mol_011072,336.65,37
mol_011073,336.65,24
mol_011074,336.65,19
mol_011075,336.65,30
mol_011076,336.65,37
mol_011077,336.65,37
mol_011078,336.65,21
mol_011079,336.65,25
mol_011080,336.65,21
mol_011081,336.65,19
mol_011082,336.65,25
mol_011083,336.65,16
mol_011084,336.65,21
mol_011085,336.65,27
mol_011086,336.65,36
mol_011087,336.65,34
mol_011088,336.65,31
mol_011089,336.65,28
mol_011090,336.65,17
mol_011091,336.65,34
mol_011092,336.65,41
mol_011093,336.65,36
mol_011094,336.65,43
mol_011095,336.65,39
mol_011096,336.65,39
mol_011097,336.65,39
mol_011098,336.65,40
mol_011099,336.65,28
mol_011100,336.65,42
mol_011101,336.65,36
mol_011102,336.65,44
mol_011103,336.65,33
mol_011104,336.65,23
mol_011105,336.65,16
mol_011106,336.65,34
mol_011107,336.65,31
mol_011108,336.65,39
mol_011109,336.65,18
mol_011110,336.65,32
mol_011111,336.65,25
mol_011112,336.65,22
mol_011113,336.65,24
mol_011114,336.65,23
mol_011115,336.65,30
mol_011116,336.65,27
mol_011117,336.65,26
mol_011118,336.65,27
mol_011119,336.65,37
mol_011120,336.65,33
mol_011121,336.65,24
mol_011122,336.65,37
mol_011123,336.65,32
mol_011124,336.65,30
mol_011125,336.65,39
mol_011126,336.65,37
mol_011127,336.65,22
mol_011128,336.65,22
mol_011129,336.65,35
mol_011130,336.65,19
mol_011131,336.65,16
mol_011133,336.4,28
mol_011134,336.4,21
mol_011135,336.4,21
mol_011136,336.4,37
mol_011137,336.4,25
mol_011138,337.1,30
mol_011139,336.8,38
mol_011140,336.2,18
mol_011141,336.45,30
mol_011142,336.1,48
mol_011143,337.15,39
mol_011144,336.65,45
mol_011145,336.4,33
mol_011146,336.4,34
mol_011147,336.4,24
mol_011148,336.4,27
mol_011149,336.15,25
mol_011150,336.15,32
mol_011151,336.15,34
mol_011152,336.15,21
mol_011153,336.15,30
mol_011154,336.05,38
mol_011155,335.9,18
mol_011156,335.9,30
mol_011157,336.75,23
mol_011158,336.05,29
mol_011159,336.2,20
mol_011160,335.45,29
mol_011161,338.15,40
mol_011162,337.65,39
mol_011163,337.65,34
mol_011164,337.15,30
mol_011165,337.15,28
mol_011166,337.15,36
mol_011167,337.15,29
mol_011168,336.65,20
mol_011169,336.65,25
mol_011170,336.65,27
mol_011171,336.65,35
mol_011172,336.65,21
mol_011173,336.65,38
mol_011174,336.65,32
mol_011175,336.65,34
mol_011176,336.65,36
mol_011177,336.65,27
mol_011178,336.65,29
mol_011179,336.65,26
mol_011180,336.65,32
mol_011181,336.65,18
mol_011182,336.4,30
mol_011183,336.15,21
mol_011184,336.15,21
mol_011185,336.15,26
mol_011186,336.15,19
mol_011187,336.15,35
mol_011188,336.15,39
mol_011189,336.15,33
mol_011190,336.15,53
mol_011191,336.15,41
mol_011192,336.15,34
mol_011193,336.15,30
mol_011194,336.15,22
mol_011195,336.15,22
mol_011196,336.15,23
mol_011197,336.15,23
mol_011198,336.15,24
mol_011199,336.15,27
mol_011200,336.15,39
mol_011201,336.15,29
mol_011202,336.15,26
mol_011203,336.15,30
mol_011204,336.15,30
mol_011205,336.15,25
mol_011206,336.15,28
mol_011207,336.15,31
mol_011208,336.15,30
mol_011209,336.15,38
mol_011210,336.15,33
mol_011211,336.15,23
mol_011212,336.15,27
mol_011213,336.15,33
mol_011214,336.15,20
mol_011215,336.15,22
mol_011216,336.15,30
mol_011217,336.15,38
mol_011218,336.15,18
mol_011219,336.15,24
mol_011220,336.15,30
mol_011221,336.15,21
mol_011222,336.15,22
mol_011223,336.15,42
mol_011224,336.15,42
mol_011225,336.15,39
mol_011226,336.15,41
